match_id,season,date,venue,team,opp,is_home,toss_won,team_bats_first,toss_won_bat_first,form_rate,form_diff,home_toss_won,home_toss_bat_first,elo_team,elo_opp,venue_win_rate,win_flag,is_home_x_toss_won,elo_diff
897759,2015/16,2016-01-21,Adelaide Oval,Sydney Thunder,Adelaide Strikers,0,0,0,0,0.25,-0.625,1,1,1387.8209079846292,1545.2442803148435,1.0,1,0,-157.4233723302143
897761,2015/16,2016-01-22,Melbourne Cricket Ground,Melbourne Stars,Perth Scorchers,1,1,0,0,0.625,-0.125,1,0,1560.047960187103,1600.267701473375,1.0,1,1,-40.21974128627198
897761,2015/16,2016-01-22,Melbourne Cricket Ground,Perth Scorchers,Melbourne Stars,0,0,1,0,0.75,0.125,1,0,1600.267701473375,1560.047960187103,1.0,0,0,40.21974128627198
897763,2015/16,2016-01-24,Melbourne Cricket Ground,Melbourne Stars,Sydney Thunder,1,0,1,0,0.625,0.25,0,0,1571.2004339751525,1402.0653539901436,1.0,0,0,169.13507998500882
897763,2015/16,2016-01-24,Melbourne Cricket Ground,Sydney Thunder,Melbourne Stars,0,1,0,0,0.375,-0.25,0,0,1402.0653539901436,1571.2004339751525,1.0,1,0,-169.13507998500882
1023581,2016/17,2016-12-20,Sydney Showground Stadium,Sydney Thunder,Sydney Sixers,1,0,1,0,0.5,0.25,0,0,1416.5821621784178,1525.2775509592773,1.0,0,0,-108.6953887808595
1023581,2016/17,2016-12-20,Sydney Showground Stadium,Sydney Sixers,Sydney Thunder,0,1,0,0,0.25,-0.25,0,0,1525.2775509592773,1416.5821621784178,1.0,1,0,108.6953887808595
1023583,2016/17,2016-12-21,Adelaide Oval,Adelaide Strikers,Brisbane Heat,1,1,0,0,0.75,0.375,1,0,1530.9998343093291,1445.8408801383093,1.0,0,1,85.15895417101979
1023583,2016/17,2016-12-21,Adelaide Oval,Brisbane Heat,Adelaide Strikers,0,0,1,0,0.375,-0.375,1,0,1445.8408801383093,1530.9998343093291,1.0,1,0,-85.15895417101979
1023585,2016/17,2016-12-22,Docklands Stadium,Melbourne Renegades,Sydney Thunder,1,0,1,0,0.375,0.0,0,0,1469.2377466641278,1409.6124427538884,1.0,1,0,59.62530391023938
1023585,2016/17,2016-12-22,Docklands Stadium,Sydney Thunder,Melbourne Renegades,0,1,0,0,0.375,0.0,0,0,1409.6124427538884,1469.2377466641278,1.0,0,0,-59.62530391023938
1023587,2016/17,2016-12-23,Sydney Cricket Ground,Sydney Sixers,Hobart Hurricanes,1,1,0,0,0.375,0.0,1,0,1532.2472703838066,1466.262972278335,1.0,0,1,65.98429810547168
1023587,2016/17,2016-12-23,Sydney Cricket Ground,Hobart Hurricanes,Sydney Sixers,0,0,1,0,0.375,0.0,1,0,1466.262972278335,1532.2472703838066,1.0,1,0,-65.98429810547168
1023589,2016/17,2016-12-23,Western Australia Cricket Association Ground,Perth Scorchers,Adelaide Strikers,1,0,1,0,0.625,0.0,0,0,1589.1152276853254,1518.5966957995622,1.0,1,0,70.5185318857632
1023589,2016/17,2016-12-23,Western Australia Cricket Association Ground,Adelaide Strikers,Perth Scorchers,0,1,0,0,0.625,0.0,0,0,1518.5966957995622,1589.1152276853254,1.0,0,0,-70.5185318857632
1023591,2016/17,2016-12-26,Bellerive Oval,Hobart Hurricanes,Melbourne Stars,1,1,1,1,0.5,-0.125,1,1,1478.139643966652,1556.6836257868783,1.0,0,1,-78.54398182022624
1023591,2016/17,2016-12-26,Bellerive Oval,Melbourne Stars,Hobart Hurricanes,0,0,0,0,0.625,0.125,1,1,1556.6836257868783,1478.139643966652,1.0,1,0,78.54398182022624
1023593,2016/17,2016-12-27,Sydney Cricket Ground,Sydney Sixers,Perth Scorchers,1,0,0,0,0.25,-0.5,0,0,1520.3705986954894,1597.1129612677055,1.0,1,0,-76.74236257221605
1023593,2016/17,2016-12-27,Sydney Cricket Ground,Perth Scorchers,Sydney Sixers,0,1,1,1,0.75,0.5,0,0,1597.1129612677055,1520.3705986954894,1.0,0,0,76.74236257221605
1023595,2016/17,2016-12-28,Sydney Showground Stadium,Sydney Thunder,Brisbane Heat,1,0,1,0,0.375,-0.125,0,0,1401.3119451233001,1458.2440186480762,1.0,0,0,-56.932073524776115
1023595,2016/17,2016-12-28,Sydney Showground Stadium,Brisbane Heat,Sydney Thunder,0,1,0,0,0.5,0.125,0,0,1458.2440186480762,1401.3119451233001,1.0,1,0,56.932073524776115
1023597,2016/17,2016-12-29,Docklands Stadium,Melbourne Renegades,Perth Scorchers,1,0,1,0,0.375,-0.25,0,0,1477.5382442947162,1584.9393731214668,1.0,0,0,-107.40112882675066
1023597,2016/17,2016-12-29,Docklands Stadium,Perth Scorchers,Melbourne Renegades,0,1,0,0,0.625,0.25,0,0,1584.9393731214668,1477.5382442947162,1.0,1,0,107.40112882675066
1023599,2016/17,2016-12-30,"Brisbane Cricket Ground, Woolloongabba",Brisbane Heat,Hobart Hurricanes,1,1,0,0,0.625,0.25,1,0,1466.6198925305002,1470.3625809482812,1.0,1,1,-3.7426884177809825
1023599,2016/17,2016-12-30,"Brisbane Cricket Ground, Woolloongabba",Hobart Hurricanes,Brisbane Heat,0,0,1,0,0.375,-0.25,1,0,1470.3625809482812,1466.6198925305002,1.0,0,0,3.7426884177809825
1023601,2016/17,2016-12-31,Adelaide Oval,Adelaide Strikers,Sydney Sixers,1,0,1,0,0.625,0.375,0,0,1510.5989622171821,1532.544186841728,1.0,1,0,-21.945224624545972
1023601,2016/17,2016-12-31,Adelaide Oval,Sydney Sixers,Adelaide Strikers,0,1,0,0,0.25,-0.375,0,0,1532.544186841728,1510.5989622171821,1.0,0,0,21.945224624545972
1023603,2016/17,2017-01-01,Melbourne Cricket Ground,Melbourne Stars,Melbourne Renegades,1,1,0,0,0.75,0.375,1,0,1564.4606888052492,1470.534655681757,1.0,0,1,93.92603312349229
1023603,2016/17,2017-01-01,Melbourne Cricket Ground,Melbourne Renegades,Melbourne Stars,0,0,1,0,0.375,-0.375,1,0,1470.534655681757,1564.4606888052492,1.0,1,0,-93.92603312349229
1023605,2016/17,2017-01-01,Western Australia Cricket Association Ground,Perth Scorchers,Sydney Thunder,1,0,1,0,0.625,0.25,0,0,1591.942961734426,1392.9360712408761,1.0,1,0,199.00689049354992
1023605,2016/17,2017-01-01,Western Australia Cricket Association Ground,Sydney Thunder,Perth Scorchers,0,1,0,0,0.375,-0.25,0,0,1392.9360712408761,1591.942961734426,1.0,0,0,-199.00689049354992
1023607,2016/17,2017-01-02,Bellerive Oval,Hobart Hurricanes,Adelaide Strikers,1,1,0,0,0.25,-0.375,1,0,1460.254861882947,1521.229757900527,1.0,1,1,-60.97489601758002
1023607,2016/17,2017-01-02,Bellerive Oval,Adelaide Strikers,Hobart Hurricanes,0,0,1,0,0.625,0.375,1,0,1521.229757900527,1460.254861882947,1.0,0,0,60.97489601758002
1023609,2016/17,2017-01-03,"Brisbane Cricket Ground, Woolloongabba",Brisbane Heat,Sydney Sixers,1,0,1,0,0.75,0.5,0,0,1476.7276115958346,1521.9133911583833,1.0,0,0,-45.18577956254876
1023609,2016/17,2017-01-03,"Brisbane Cricket Ground, Woolloongabba",Sydney Sixers,Brisbane Heat,0,1,0,0,0.25,-0.5,0,0,1521.9133911583833,1476.7276115958346,1.0,1,0,45.18577956254876
1023611,2016/17,2017-01-04,Sydney Showground Stadium,Sydney Thunder,Melbourne Stars,1,1,0,0,0.375,-0.25,1,0,1388.1101088769028,1551.821269076538,1.0,1,1,-163.7111601996353
1023611,2016/17,2017-01-04,Sydney Showground Stadium,Melbourne Stars,Sydney Thunder,0,0,1,0,0.625,0.25,1,0,1551.821269076538,1388.1101088769028,1.0,0,0,163.7111601996353
1023613,2016/17,2017-01-05,Western Australia Cricket Association Ground,Perth Scorchers,Brisbane Heat,1,1,1,1,0.625,-0.125,1,1,1596.7689240983993,1468.0208794958135,1.0,0,1,128.74804460258588
1023613,2016/17,2017-01-05,Western Australia Cricket Association Ground,Brisbane Heat,Perth Scorchers,0,0,0,0,0.75,0.125,1,1,1468.0208794958135,1596.7689240983993,1.0,1,0,-128.74804460258588
1023615,2016/17,2017-01-06,Adelaide Oval,Adelaide Strikers,Hobart Hurricanes,1,1,0,0,0.5,0.25,1,0,1509.4925581692546,1471.9920616142192,1.0,1,1,37.5004965550354
1023615,2016/17,2017-01-06,Adelaide Oval,Hobart Hurricanes,Adelaide Strikers,0,0,1,0,0.25,-0.25,1,0,1471.9920616142192,1509.4925581692546,1.0,0,0,-37.5004965550354
1023617,2016/17,2017-01-07,Docklands Stadium,Melbourne Renegades,Melbourne Stars,1,1,0,0,0.5,0.0,1,0,1483.174075410468,1537.429596582056,1.0,0,1,-54.25552117158804
1023617,2016/17,2017-01-07,Docklands Stadium,Melbourne Stars,Melbourne Renegades,0,0,1,0,0.5,0.0,1,0,1537.429596582056,1483.174075410468,1.0,1,0,54.25552117158804
1023619,2016/17,2017-01-08,Bellerive Oval,Hobart Hurricanes,Sydney Thunder,1,0,1,0,0.25,-0.25,0,0,1463.0672406338997,1402.5017813713848,1.0,0,0,60.56545926251488
1023619,2016/17,2017-01-08,Bellerive Oval,Sydney Thunder,Hobart Hurricanes,0,1,0,0,0.5,0.25,0,0,1402.5017813713848,1463.0672406338997,1.0,1,0,-60.56545926251488
1023621,2016/17,2017-01-09,Sydney Cricket Ground,Sydney Sixers,Melbourne Renegades,1,0,0,0,0.375,-0.125,0,0,1530.6201232584044,1474.723103763845,1.0,1,0,55.897019494559345
1023621,2016/17,2017-01-09,Sydney Cricket Ground,Melbourne Renegades,Sydney Sixers,0,1,1,1,0.5,0.125,0,0,1474.723103763845,1530.6201232584044,1.0,0,0,-55.897019494559345
1023623,2016/17,2017-01-10,Melbourne Cricket Ground,Melbourne Stars,Adelaide Strikers,1,1,0,0,0.5,0.0,1,0,1545.880568228679,1518.4173791495741,1.0,1,1,27.46318907910495
1023623,2016/17,2017-01-10,Melbourne Cricket Ground,Adelaide Strikers,Melbourne Stars,0,0,1,0,0.5,0.0,1,0,1518.4173791495741,1545.880568228679,1.0,0,0,-27.46318907910495
1023625,2016/17,2017-01-11,"Brisbane Cricket Ground, Woolloongabba",Brisbane Heat,Perth Scorchers,1,1,0,0,0.75,0.125,1,0,1481.5657521463902,1583.2240514478226,1.0,0,1,-101.65829930143241
1023625,2016/17,2017-01-11,"Brisbane Cricket Ground, Woolloongabba",Perth Scorchers,Brisbane Heat,0,0,1,0,0.625,-0.125,1,0,1583.2240514478226,1481.5657521463902,1.0,1,0,101.65829930143241
1023627,2016/17,2017-01-12,Docklands Stadium,Melbourne Renegades,Hobart Hurricanes,1,0,1,0,0.375,0.125,0,0,1466.3182105058747,1451.3414721334832,1.0,0,0,14.976738372391537
1023627,2016/17,2017-01-12,Docklands Stadium,Hobart Hurricanes,Melbourne Renegades,0,1,0,0,0.25,-0.125,0,0,1451.3414721334832,1466.3182105058747,1.0,1,0,-14.976738372391537
1023629,2016/17,2017-01-14,Sydney Cricket Ground,Sydney Sixers,Sydney Thunder,1,1,1,1,0.5,0.0,1,1,1539.0250165163748,1414.2275498718013,1.0,0,1,124.79746664457343
1023629,2016/17,2017-01-14,Sydney Cricket Ground,Sydney Thunder,Sydney Sixers,0,0,0,0,0.5,0.0,1,1,1414.2275498718013,1539.0250165163748,1.0,1,0,-124.79746664457343
1023631,2016/17,2017-01-14,Western Australia Cricket Association Ground,Perth Scorchers,Melbourne Stars,1,1,1,1,0.625,0.125,1,1,1590.3788263081378,1555.0917563014054,1.0,0,1,35.28707000673239
1023631,2016/17,2017-01-14,Western Australia Cricket Association Ground,Melbourne Stars,Perth Scorchers,0,0,0,0,0.5,-0.125,1,1,1555.0917563014054,1590.3788263081378,1.0,1,0,-35.28707000673239
1023633,2016/17,2017-01-16,Adelaide Oval,Adelaide Strikers,Melbourne Renegades,1,1,0,0,0.375,0.0,1,0,1509.2061910768475,1455.8874121238352,1.0,0,1,53.31877895301227
1023633,2016/17,2017-01-16,Adelaide Oval,Melbourne Renegades,Adelaide Strikers,0,0,1,0,0.375,0.0,1,0,1455.8874121238352,1509.2061910768475,1.0,1,0,-53.31877895301227
1023635,2016/17,2017-01-17,Melbourne Cricket Ground,Melbourne Stars,Brisbane Heat,1,1,1,1,0.625,-0.125,1,1,1566.103921939571,1474.410977286075,1.0,0,1,91.69294465349594
1023635,2016/17,2017-01-17,Melbourne Cricket Ground,Brisbane Heat,Melbourne Stars,0,0,0,0,0.75,0.125,1,1,1474.410977286075,1566.103921939571,1.0,1,0,-91.69294465349594
1023637,2016/17,2017-01-18,Sydney Showground Stadium,Sydney Thunder,Adelaide Strikers,1,1,0,0,0.5,0.25,1,0,1427.6726062468058,1497.6834883219544,1.0,0,1,-70.01088207514863
1023637,2016/17,2017-01-18,Sydney Showground Stadium,Adelaide Strikers,Sydney Thunder,0,0,1,0,0.25,-0.25,1,0,1497.6834883219544,1427.6726062468058,1.0,1,0,70.01088207514863
1023639,2016/17,2017-01-20,"Brisbane Cricket Ground, Woolloongabba",Brisbane Heat,Melbourne Renegades,1,1,0,0,0.75,0.375,1,0,1486.9905004089776,1467.4101148787283,1.0,0,1,19.58038553024926
1023639,2016/17,2017-01-20,"Brisbane Cricket Ground, Woolloongabba",Melbourne Renegades,Brisbane Heat,0,0,1,0,0.375,-0.375,1,0,1467.4101148787283,1486.9905004089776,1.0,1,0,-19.58038553024926
1023641,2016/17,2017-01-21,Bellerive Oval,Hobart Hurricanes,Perth Scorchers,1,0,1,0,0.375,-0.125,0,0,1461.7722705155227,1579.3666606699724,1.0,0,0,-117.59439015444968
1023641,2016/17,2017-01-21,Bellerive Oval,Perth Scorchers,Hobart Hurricanes,0,1,0,0,0.5,0.125,0,0,1579.3666606699724,1461.7722705155227,1.0,1,0,117.59439015444968
1023643,2016/17,2017-01-21,Melbourne Cricket Ground,Melbourne Stars,Sydney Sixers,1,0,1,0,0.5,0.0,0,0,1553.5243988166683,1525.5799601413703,1.0,0,0,27.944438675297988
1023643,2016/17,2017-01-21,Melbourne Cricket Ground,Sydney Sixers,Melbourne Stars,0,1,0,0,0.5,0.0,0,0,1525.5799601413703,1553.5243988166683,1.0,1,0,-27.944438675297988
1023645,2016/17,2017-01-24,Western Australia Cricket Association Ground,Perth Scorchers,Melbourne Stars,1,1,0,0,0.625,0.125,1,0,1586.1056076147054,1542.7218231124778,1.0,1,1,43.38378450222763
1023645,2016/17,2017-01-24,Western Australia Cricket Association Ground,Melbourne Stars,Perth Scorchers,0,0,1,0,0.5,-0.125,1,0,1542.7218231124778,1586.1056076147054,1.0,0,0,-43.38378450222763
1023649,2016/17,2017-01-28,Western Australia Cricket Association Ground,Perth Scorchers,Sydney Sixers,1,1,0,0,0.625,0.0,1,0,1594.8633716007225,1536.3825358455608,1.0,1,1,58.480835755161706
1023649,2016/17,2017-01-28,Western Australia Cricket Association Ground,Sydney Sixers,Perth Scorchers,0,0,1,0,0.625,0.0,1,0,1536.3825358455608,1594.8633716007225,1.0,0,0,-58.480835755161706
1114856,2017/18,2017-12-19,Sydney Showground Stadium,Sydney Thunder,Sydney Sixers,1,1,0,0,0.375,-0.125,1,0,1419.6608430126541,1528.0500313926527,1.0,1,1,-108.38918837999859
1114856,2017/18,2017-12-19,Sydney Showground Stadium,Sydney Sixers,Sydney Thunder,0,0,1,0,0.5,0.125,1,0,1528.0500313926527,1419.6608430126541,1.0,0,0,108.38918837999859
1114857,2017/18,2017-12-20,"Brisbane Cricket Ground, Woolloongabba",Brisbane Heat,Melbourne Stars,1,0,1,0,0.625,0.25,0,0,1476.4275275038726,1533.9640591264606,1.0,1,0,-57.53653162258797
1114857,2017/18,2017-12-20,"Brisbane Cricket Ground, Woolloongabba",Melbourne Stars,Brisbane Heat,0,1,0,0,0.375,-0.25,0,0,1533.9640591264606,1476.4275275038726,1.0,0,0,57.53653162258797
1114858,2017/18,2017-12-21,Bellerive Oval,Hobart Hurricanes,Melbourne Renegades,1,0,1,0,0.375,-0.125,0,0,1455.0333235707897,1477.9730877838333,1.0,0,0,-22.939764213043645
1114858,2017/18,2017-12-21,Bellerive Oval,Melbourne Renegades,Hobart Hurricanes,0,1,0,0,0.5,0.125,0,0,1477.9730877838333,1455.0333235707897,1.0,1,0,22.939764213043645
1114859,2017/18,2017-12-22,Adelaide Oval,Adelaide Strikers,Sydney Thunder,1,1,1,1,0.375,-0.125,1,1,1505.695251556106,1432.6831175729967,1.0,1,1,73.01213398310938
1114859,2017/18,2017-12-22,Adelaide Oval,Sydney Thunder,Adelaide Strikers,0,0,0,0,0.5,0.125,1,1,1432.6831175729967,1505.695251556106,1.0,0,0,-73.01213398310938
1114860,2017/18,2017-12-23,Sydney Cricket Ground,Sydney Sixers,Perth Scorchers,1,0,1,0,0.5,-0.25,0,0,1515.0277568323102,1603.1958760536306,1.0,0,0,-88.16811922132047
1114860,2017/18,2017-12-23,Sydney Cricket Ground,Perth Scorchers,Sydney Sixers,0,1,0,0,0.75,0.25,0,0,1603.1958760536306,1515.0277568323102,1.0,1,0,88.16811922132047
1114861,2017/18,2017-12-23,Docklands Stadium,Melbourne Renegades,Brisbane Heat,1,1,0,0,0.5,-0.125,1,0,1487.3137860755746,1488.0685876079513,1.0,1,1,-0.7548015323766322
1114861,2017/18,2017-12-23,Docklands Stadium,Brisbane Heat,Melbourne Renegades,0,0,1,0,0.625,0.125,1,0,1488.0685876079513,1487.3137860755746,1.0,0,0,0.7548015323766322
1114862,2017/18,2017-12-26,W.A.C.A. Ground,Perth Scorchers,Melbourne Stars,0,0,1,0,0.75,0.375,0,0,1610.7113001840762,1522.322999022382,0.5,1,0,88.38830116169424
1114862,2017/18,2017-12-26,W.A.C.A. Ground,Melbourne Stars,Perth Scorchers,0,1,0,0,0.375,-0.375,0,0,1522.322999022382,1610.7113001840762,0.5,0,0,-88.38830116169424
1114863,2017/18,2017-12-27,"Brisbane Cricket Ground, Woolloongabba",Brisbane Heat,Sydney Thunder,1,0,0,0,0.5,0.0,0,0,1478.046862707672,1424.7541782099456,1.0,1,0,53.29268449772644
1114863,2017/18,2017-12-27,"Brisbane Cricket Ground, Woolloongabba",Sydney Thunder,Brisbane Heat,0,1,1,1,0.5,0.0,0,0,1424.7541782099456,1478.046862707672,1.0,0,0,-53.29268449772644
1114864,2017/18,2017-12-28,Sydney Cricket Ground,Sydney Sixers,Adelaide Strikers,1,1,0,0,0.375,-0.125,1,0,1507.5123327018646,1513.6241909191572,1.0,0,1,-6.111858217292593
1114864,2017/18,2017-12-28,Sydney Cricket Ground,Adelaide Strikers,Sydney Sixers,0,0,1,0,0.5,0.125,1,0,1513.6241909191572,1507.5123327018646,1.0,1,0,6.111858217292593
1114865,2017/18,2017-12-29,Docklands Stadium,Melbourne Renegades,Perth Scorchers,1,0,1,0,0.625,-0.125,0,0,1497.3355109758538,1618.220779117534,1.0,0,0,-120.88526814168017
1114865,2017/18,2017-12-29,Docklands Stadium,Perth Scorchers,Melbourne Renegades,0,1,0,0,0.75,0.125,0,0,1618.220779117534,1497.3355109758538,1.0,1,0,120.88526814168017
1114866,2017/18,2017-12-30,Aurora Stadium,Hobart Hurricanes,Sydney Thunder,0,1,0,0,0.25,-0.25,0,0,1445.6926252790483,1416.27614731188,0.5,0,0,29.416477967168248
1114866,2017/18,2017-12-30,Aurora Stadium,Sydney Thunder,Hobart Hurricanes,0,0,1,0,0.5,0.25,0,0,1416.27614731188,1445.6926252790483,0.5,1,0,-29.416477967168248
1114867,2017/18,2017-12-31,Adelaide Oval,Adelaide Strikers,Brisbane Heat,1,1,1,1,0.625,0.125,1,1,1523.448295642422,1486.5248936057376,1.0,1,1,36.923402036684365
1114867,2017/18,2017-12-31,Adelaide Oval,Brisbane Heat,Adelaide Strikers,0,0,0,0,0.5,-0.125,1,1,1486.5248936057376,1523.448295642422,1.0,0,0,-36.923402036684365
1114868,2017/18,2018-01-01,Sydney Showground Stadium,Sydney Thunder,Hobart Hurricanes,1,1,0,0,0.625,0.375,1,0,1427.1208042430183,1434.8479683479102,1.0,0,1,-7.727164104891926
1114868,2017/18,2018-01-01,Sydney Showground Stadium,Hobart Hurricanes,Sydney Thunder,0,0,1,0,0.25,-0.375,1,0,1434.8479683479102,1427.1208042430183,1.0,1,0,7.727164104891926
1114869,2017/18,2018-01-01,W.A.C.A. Ground,Perth Scorchers,Sydney Sixers,0,1,0,0,0.875,0.5,0,0,1624.8753430186061,1497.6882279785998,1.0,1,0,127.18711504000635
1114869,2017/18,2018-01-01,W.A.C.A. Ground,Sydney Sixers,Perth Scorchers,0,0,1,0,0.375,-0.5,0,0,1497.6882279785998,1624.8753430186061,1.0,0,0,-127.18711504000635
1114870,2017/18,2018-01-02,Melbourne Cricket Ground,Melbourne Stars,Brisbane Heat,1,0,1,0,0.375,-0.125,0,0,1514.8135200889242,1477.5836516070578,1.0,0,0,37.22986848186633
1114870,2017/18,2018-01-02,Melbourne Cricket Ground,Brisbane Heat,Melbourne Stars,0,1,0,0,0.5,0.125,0,0,1477.5836516070578,1514.8135200889242,1.0,1,0,-37.22986848186633
1114871,2017/18,2018-01-03,"Simonds Stadium, South Geelong, Victoria",Melbourne Renegades,Sydney Sixers,0,1,0,0,0.5,0.25,0,0,1490.6809470747817,1491.1937566723277,0.5,1,0,-0.5128095975460383
1114871,2017/18,2018-01-03,"Simonds Stadium, South Geelong, Victoria",Sydney Sixers,Melbourne Renegades,0,0,1,0,0.25,-0.25,0,0,1491.1937566723277,1490.6809470747817,0.5,0,0,0.5128095975460383
1114872,2017/18,2018-01-04,Bellerive Oval,Hobart Hurricanes,Adelaide Strikers,1,1,1,1,0.375,-0.25,1,1,1444.6255993501195,1532.3895376411017,1.0,1,1,-87.7639382909822
1114872,2017/18,2018-01-04,Bellerive Oval,Adelaide Strikers,Hobart Hurricanes,0,0,0,0,0.625,0.25,1,1,1532.3895376411017,1444.6255993501195,1.0,0,0,87.7639382909822
1114873,2017/18,2018-01-05,"Brisbane Cricket Ground, Woolloongabba",Brisbane Heat,Perth Scorchers,1,0,1,0,0.5,-0.375,0,0,1488.6511307264543,1631.3698143248782,1.0,1,0,-142.71868359842392
1114873,2017/18,2018-01-05,"Brisbane Cricket Ground, Woolloongabba",Perth Scorchers,Brisbane Heat,0,1,0,0,0.875,0.375,0,0,1631.3698143248782,1488.6511307264543,1.0,0,0,142.71868359842392
1114874,2017/18,2018-01-06,Melbourne Cricket Ground,Melbourne Stars,Melbourne Renegades,1,0,1,0,0.25,-0.375,0,0,1503.7460409695277,1500.695706910749,1.0,0,0,3.050334058778617
1114874,2017/18,2018-01-06,Melbourne Cricket Ground,Melbourne Renegades,Melbourne Stars,0,1,0,0,0.625,0.375,0,0,1500.695706910749,1503.7460409695277,1.0,1,0,-3.050334058778617
1114875,2017/18,2018-01-07,Sydney Showground Stadium,Sydney Thunder,Adelaide Strikers,1,0,0,0,0.5,-0.125,0,0,1417.343173240809,1519.9158800498014,1.0,0,0,-102.5727068089925
1114875,2017/18,2018-01-07,Sydney Showground Stadium,Adelaide Strikers,Sydney Thunder,0,1,1,1,0.625,0.125,0,0,1519.9158800498014,1417.343173240809,1.0,1,0,102.5727068089925
1114876,2017/18,2018-01-08,Bellerive Oval,Hobart Hurricanes,Sydney Sixers,1,1,1,1,0.375,0.25,1,1,1457.0992569414198,1481.1789968363603,1.0,1,1,-24.07973989494053
1114876,2017/18,2018-01-08,Bellerive Oval,Sydney Sixers,Hobart Hurricanes,0,0,0,0,0.125,-0.25,1,1,1481.1789968363603,1457.0992569414198,1.0,0,0,24.07973989494053
1114877,2017/18,2018-01-08,W.A.C.A. Ground,Perth Scorchers,Melbourne Renegades,0,1,0,0,0.875,0.125,0,0,1617.4784887697638,1510.7835003266866,1.0,1,0,106.69498844307714
1114877,2017/18,2018-01-08,W.A.C.A. Ground,Melbourne Renegades,Perth Scorchers,0,0,1,0,0.75,-0.125,0,0,1510.7835003266866,1617.4784887697638,1.0,0,0,-106.69498844307714
1114878,2017/18,2018-01-09,Adelaide Oval,Adelaide Strikers,Melbourne Stars,1,0,0,0,0.625,0.5,0,0,1527.0464848859003,1493.6582475535902,1.0,1,0,33.388237332310155
1114878,2017/18,2018-01-09,Adelaide Oval,Melbourne Stars,Adelaide Strikers,0,1,1,1,0.125,-0.5,0,0,1493.6582475535902,1527.0464848859003,1.0,0,0,-33.388237332310155
1114879,2017/18,2018-01-10,"Brisbane Cricket Ground, Woolloongabba",Brisbane Heat,Hobart Hurricanes,1,0,0,0,0.625,0.125,0,0,1502.5424562815688,1467.7912199816317,1.0,0,0,34.75123629993709
1114879,2017/18,2018-01-10,"Brisbane Cricket Ground, Woolloongabba",Hobart Hurricanes,Brisbane Heat,0,1,1,1,0.5,-0.125,0,0,1467.7912199816317,1502.5424562815688,1.0,1,0,-34.75123629993709
1114880,2017/18,2018-01-11,Sydney Showground Stadium,Sydney Thunder,Perth Scorchers,1,1,1,1,0.375,-0.5,1,1,1410.21256840471,1624.5005881660338,1.0,1,1,-214.28801976132377
1114880,2017/18,2018-01-11,Sydney Showground Stadium,Perth Scorchers,Sydney Thunder,0,0,0,0,0.875,0.5,1,1,1624.5005881660338,1410.21256840471,1.0,0,0,214.28801976132377
1114881,2017/18,2018-01-12,Docklands Stadium,Melbourne Renegades,Melbourne Stars,1,1,0,0,0.75,0.75,1,0,1503.7614009304166,1484.6162909003808,1.0,0,1,19.145110030035767
1114881,2017/18,2018-01-12,Docklands Stadium,Melbourne Stars,Melbourne Renegades,0,0,1,0,0.0,-0.75,1,0,1484.6162909003808,1503.7614009304166,1.0,1,0,-19.145110030035767
1114882,2017/18,2018-01-13,Traeger Park,Adelaide Strikers,Perth Scorchers,0,0,1,0,0.75,0.0,0,0,1536.0884415391097,1609.0118335445927,0.5,0,0,-72.92339200548304
1114882,2017/18,2018-01-13,Traeger Park,Perth Scorchers,Adelaide Strikers,0,1,0,0,0.75,0.0,0,0,1609.0118335445927,1536.0884415391097,0.5,1,0,72.92339200548304
1114883,2017/18,2018-01-13,Sydney Cricket Ground,Sydney Sixers,Sydney Thunder,1,1,0,0,0.125,-0.25,1,0,1470.4870337961484,1425.7013230261512,1.0,1,1,44.785710769997195
1114883,2017/18,2018-01-13,Sydney Cricket Ground,Sydney Thunder,Sydney Sixers,0,0,1,0,0.375,0.25,1,0,1425.7013230261512,1470.4870337961484,1.0,0,0,-44.785710769997195
1114884,2017/18,2018-01-15,Bellerive Oval,Hobart Hurricanes,Brisbane Heat,1,0,0,0,0.625,0.125,0,0,1478.788118715557,1491.5455575476435,1.0,1,0,-12.757438832086564
1114884,2017/18,2018-01-15,Bellerive Oval,Brisbane Heat,Hobart Hurricanes,0,1,1,1,0.5,-0.125,0,0,1491.5455575476435,1478.788118715557,1.0,0,0,12.757438832086564
1114885,2017/18,2018-01-16,Melbourne Cricket Ground,Melbourne Stars,Sydney Sixers,1,0,1,0,0.125,0.0,0,0,1495.1667744019608,1479.2050898913772,1.0,0,0,15.96168451058361
1114885,2017/18,2018-01-16,Melbourne Cricket Ground,Sydney Sixers,Melbourne Stars,0,1,0,0,0.125,0.0,0,0,1479.2050898913772,1495.1667744019608,1.0,1,0,-15.96168451058361
1114886,2017/18,2018-01-17,Adelaide Oval,Adelaide Strikers,Hobart Hurricanes,1,1,1,1,0.75,0.125,1,1,1528.1570574044267,1489.1551423867961,1.0,1,1,39.00191501763061
1114886,2017/18,2018-01-17,Adelaide Oval,Hobart Hurricanes,Adelaide Strikers,0,0,0,0,0.625,-0.125,1,1,1489.1551423867961,1528.1570574044267,1.0,0,0,-39.00191501763061
1114887,2017/18,2018-01-18,Sydney Cricket Ground,Sydney Sixers,Brisbane Heat,1,1,0,0,0.25,-0.25,1,0,1489.664181158802,1481.1785338764043,1.0,1,1,8.485647282397622
