Predictor,Coefficient,StdErr(cluster),z_value,p_value,q_value(FDR),OddsRatio,OR_CI_low(95%),OR_CI_high(95%)
const,-8.155320817473929e-17,1.437113271364398e-17,-5.674793337432095,1.3885618654896348e-08,6.942809327448174e-08,0.9999999999999999,0.9999999999999999,1.0
form_diff,0.43904348198936644,0.3865590325131471,1.1357734396606922,0.25605139570832547,0.25605139570832547,1.551222736171819,0.7271574705026235,3.3091759004457666
home_toss_won,-0.33208216125224227,0.13426249747833952,-2.4733798900606394,0.013384178549664894,0.02230696424944149,0.7174283756191521,0.5514320505506203,0.9333941935902882
is_home_x_toss_won,0.6641643225044848,0.2685249949566791,2.47337989006064,0.013384178549664894,0.02230696424944149,1.9428662331529756,1.1478094874065348,3.2886373926521544
elo_diff,0.0020918176121388315,0.0013591883864800792,1.539019633294586,0.12379950322876243,0.15474937903595304,1.0020940069889261,0.9994279720450475,1.0047671537432814
